"Structure"	"New_Structure"
"Tr_00102"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnponl"
"Tr_00103"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavurqcnp"
"Tr_00104"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavurql"
"Tr_00105"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavura"
"Tr_00106"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavubrqcnp"
"Tr_00107"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnponm"
"Tr_00108"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnponl"
"Tr_00109"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnponl"
"Tr_00110"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnonm"
"Tr_00111"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnonl"
"Tr_00112"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnonl"
"Tr_00113"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavubrql"
"Tr_00114"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavubra"
"Tr_00115"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavusbrqcnp"
"Tr_00116"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavusbrqcnponm"
"Tr_00117"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavusbrqcnponl"
"Tr_00118"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavusbrqcnponl"
"Tr_00119"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavusbrqcnonm"
"Tr_00120"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavusbrqcnonl"
"Tr_00121"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavusbrqcnonl"
"Tr_00122"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavusbrql"
"Tr_00123"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93025320-93025400 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavusbra"
"Tr_00124"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavuqcnonm"
"Tr_00125"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavuqcnonl"
"Tr_00126"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavuqcnonl"
"Tr_00127"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavuqcnponm"
"Tr_00128"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavuqcnponl"
"Tr_00129"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavuqcnponl"
"Tr_00130"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36217970-36218179 chr8:93029454-93029591 chr8:93026988-93027048 chr8:93003867-93004102 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavuqcnp"
"Tr_00131"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:92972432-92972745"	"gdcavl"
"Tr_00132"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavbrqcnonm"
"Tr_00133"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavbrqcnonl"
"Tr_00134"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavbrqcnonl"
"Tr_00135"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavbrqcnponm"
"Tr_00136"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavbrqcnponl"
"Tr_00137"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavbrqcnponl"
"Tr_00138"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavbrqcnp"
"Tr_00139"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavbrql"
"Tr_00140"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavbra"
"Tr_00141"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnonm"
"Tr_00142"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnonl"
"Tr_00143"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnonl"
"Tr_00144"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnponm"
"Tr_00145"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnponl"
"Tr_00146"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnponl"
"Tr_00147"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavurqcnp"
"Tr_00148"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavurql"
"Tr_00149"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavura"
"Tr_00150"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992124-92992159"	"gdcavubrqcnp"
"Tr_00151"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnponm"
"Tr_00152"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnponl"
"Tr_00153"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92992005-92992159 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnponl"
"Tr_00154"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavubrqcnonm"
"Tr_00155"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavubrqcnonl"
"Tr_00156"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavubrqcnonl"
"Tr_00157"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93004044-93004117 chr8:92972432-92972549"	"gdcavubrql"
"Tr_00158"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026807-93027048 chr8:93023230-93023319 chr8:93017344-93017525 chr8:93006733-93006851"	"gdcavubra"
"Tr_00159"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92978584-92978609"	"gdcavurqcnonm"
"Tr_00160"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972432-92972745"	"gdcavurqcnonl"
"Tr_00161"	"chr21:36259140-36259436 chr21:36252854-36253010 chr21:36231771-36231875 chr21:36220379-36220725 chr8:93029454-93029591 chr8:93026920-93027048 chr8:93017344-93017525 chr8:93003867-93004117 chr8:92999115-92999200 chr8:92998352-92998553 chr8:92988133-92988201 chr8:92982886-92983076 chr8:92972420-92972745"	"gdcavurqcnonl"
